policy_id,customer_age,vehicle_age,annual_mileage,base_rate,current_premium,risk_segment,age_group
POL-001698,50,18,7600,904.43,821.11,low,>40
POL-001699,26,12,12900,1078.38,1754.91,medium,25-40
POL-001700,43,5,7400,790.56,684.59,low,>40
POL-001701,53,6,12600,1103.4,1180.26,low,>40
POL-001702,52,14,18100,826.62,1236.71,medium,>40
POL-001703,30,8,21100,1162.32,1983.88,medium,25-40
POL-001704,20,7,16700,1089.02,3193.28,high,<25
POL-001705,59,5,23800,842.24,1433.81,medium,>40
POL-001706,24,13,15200,923.99,2347.39,high,<25
POL-001707,67,3,12200,781.67,1011.75,low,>40
POL-001708,75,4,20000,964.24,1880.31,medium,>40
POL-001709,36,13,20300,796.6,1465.5,medium,25-40
POL-001710,28,13,10700,1167.0,1820.48,medium,25-40
POL-001711,71,20,16000,855.54,1616.26,medium,>40
POL-001712,35,6,11800,1075.76,1258.48,low,25-40
POL-001713,47,5,5500,921.0,657.64,low,>40
POL-001714,60,5,16500,922.49,1278.04,low,>40
POL-001715,46,1,7500,1166.08,1201.97,low,>40
POL-001716,36,1,15600,785.4,1368.32,medium,25-40
POL-001717,66,8,6800,840.6,706.9,low,>40
POL-001718,64,5,9800,929.83,918.16,low,>40
POL-001719,39,3,11100,957.83,1133.52,low,25-40
POL-001720,44,7,23200,1083.86,1873.95,medium,>40
POL-001721,36,8,10600,979.12,1068.29,low,25-40
POL-001722,64,6,8300,1139.13,959.21,low,>40
POL-001723,50,6,15900,1066.37,1326.85,low,>40
POL-001724,45,5,12200,1090.56,1307.0,low,>40
POL-001725,53,10,19300,817.24,1177.65,medium,>40
POL-001726,62,4,8600,822.56,746.12,low,>40
POL-001727,26,3,14800,1156.65,2121.77,medium,25-40
POL-001728,36,5,30000,939.26,2121.27,high,25-40
POL-001729,41,8,12100,990.55,1121.77,low,>40
POL-001730,65,11,14700,1085.72,1538.73,medium,>40
POL-001731,41,20,6400,849.33,749.56,low,>40
POL-001732,50,7,9200,988.41,861.79,low,>40
POL-001733,27,17,16600,1134.19,2510.74,high,25-40
POL-001734,54,4,11600,1172.36,1250.95,low,>40
POL-001735,68,3,17800,941.51,1557.81,medium,>40
POL-001736,34,9,16300,968.93,1427.8,medium,25-40
POL-001737,35,10,7500,779.83,693.82,low,25-40
POL-001738,39,7,21300,1094.76,1880.06,medium,25-40
POL-001739,58,20,7700,956.31,875.62,low,>40
POL-001740,48,4,9600,985.71,1010.92,low,>40
POL-001741,37,15,15000,1170.73,1769.24,medium,25-40
POL-001742,23,3,27300,957.55,3389.99,high,<25
POL-001743,20,10,8600,983.81,1913.46,medium,<25
POL-001744,49,7,14400,1153.51,1462.76,low,>40
POL-001745,34,8,14500,976.0,1305.4,low,25-40
POL-001746,24,9,18100,1076.48,2830.09,high,<25
POL-001747,38,7,23000,1117.61,2017.53,medium,25-40
POL-001748,42,6,11300,948.69,1027.64,low,>40
POL-001749,37,1,21300,977.31,2084.7,high,25-40
POL-001750,63,12,24600,1129.64,1968.05,medium,>40
POL-001751,39,2,30000,980.39,2612.71,high,25-40
POL-001752,35,5,16900,993.36,1544.95,medium,25-40
POL-001753,23,8,14500,955.19,2129.28,high,<25
POL-001754,18,3,10900,843.92,2255.97,high,<25
POL-001755,63,6,7000,824.97,621.86,low,>40
POL-001756,28,11,11900,1134.08,1751.25,medium,25-40
POL-001757,43,5,14200,1117.31,1477.93,low,>40
POL-001758,38,6,12900,993.66,1231.76,low,25-40
POL-001759,18,3,17700,980.17,3590.78,high,<25
POL-001760,60,5,7000,973.93,772.78,low,>40
POL-001761,37,2,12400,1100.91,1652.11,medium,25-40
POL-001762,61,7,30000,818.8,1589.45,medium,>40
POL-001763,19,2,21100,1160.65,5624.33,high,<25
POL-001764,43,4,17800,991.46,1518.94,medium,>40
POL-001765,67,7,16100,997.27,1468.55,medium,>40
POL-001766,27,6,11500,1146.26,1695.46,medium,25-40
POL-001767,47,8,6100,1145.85,831.4,low,>40
POL-001768,19,6,16600,911.42,3042.4,high,<25
POL-001769,72,1,5000,840.63,785.58,low,>40
POL-001770,39,3,11700,807.43,988.8,low,25-40
POL-001771,43,6,13500,984.64,1197.32,low,>40
POL-001772,41,13,11000,1065.26,1253.27,low,>40
POL-001773,50,12,30000,991.27,1902.71,medium,>40
POL-001774,45,20,30000,1118.19,2693.74,high,>40
POL-001775,62,4,21500,914.66,1505.09,medium,>40
POL-001776,48,11,8900,959.59,908.77,low,>40
POL-001777,26,10,30000,968.24,2727.16,high,25-40
POL-001778,38,17,17800,976.58,1759.47,medium,25-40
POL-001779,43,14,8800,969.18,986.28,low,>40
POL-001780,64,8,13700,955.07,1113.89,low,>40
POL-001781,26,10,20800,910.28,2020.76,high,25-40
POL-001782,51,8,10300,984.48,923.75,low,>40
POL-001783,63,6,14400,859.64,1035.6,low,>40
POL-001784,56,9,15600,976.41,1225.22,low,>40
POL-001785,70,7,8200,905.8,939.96,low,>40
POL-001786,39,7,12000,1148.64,1358.49,low,25-40
POL-001787,19,18,8500,928.12,2364.01,high,<25
POL-001788,68,8,20000,1171.76,1986.77,medium,>40
POL-001789,63,7,9000,784.21,696.03,low,>40
POL-001790,69,6,15400,786.57,1125.29,medium,>40
POL-001791,25,5,7200,1084.31,1245.22,low,25-40
POL-001792,25,2,8100,1148.35,1679.96,medium,25-40
POL-001793,47,6,7900,1136.96,975.93,low,>40
POL-001794,47,14,11900,838.63,1038.38,low,>40
POL-001795,49,4,14600,936.12,1260.82,low,>40
POL-001796,43,20,15900,1162.51,1853.6,medium,>40
POL-001797,73,1,6100,1113.98,1184.67,low,>40
POL-001798,68,9,12500,915.24,1167.39,low,>40
POL-001799,39,7,9600,841.93,861.31,low,25-40
POL-001800,28,18,17200,952.81,2158.46,high,25-40
POL-001801,23,4,12000,827.66,1717.32,high,<25
POL-001802,40,2,13000,939.09,1384.03,medium,25-40
POL-001803,43,5,9700,970.02,1001.56,low,>40
POL-001804,25,5,29300,781.92,2235.9,high,25-40
POL-001805,50,1,7600,949.16,907.89,low,>40
POL-001806,22,7,11300,1111.84,2107.65,medium,<25
POL-001807,32,5,14200,973.42,1351.98,low,25-40
POL-001808,44,16,12100,927.76,1161.26,low,>40
POL-001809,50,7,9600,1090.18,977.19,low,>40
POL-001810,31,3,6000,932.88,740.13,low,25-40
POL-001811,24,6,9900,1117.82,1944.42,medium,<25
POL-001812,53,7,8800,922.44,781.37,low,>40
POL-001813,63,10,28700,967.5,1863.21,medium,>40
POL-001814,43,7,30000,1101.14,2250.03,medium,>40
POL-001815,47,20,13200,813.57,1149.42,medium,>40
POL-001816,53,2,7200,824.72,761.62,low,>40
POL-001817,40,4,18800,1106.21,1756.04,medium,25-40
POL-001818,41,3,8700,969.12,932.31,low,>40
POL-001819,46,5,10500,964.84,1048.87,low,>40
POL-001820,41,8,10200,1148.77,1164.23,low,>40
POL-001821,32,8,10800,821.89,907.71,low,25-40
POL-001822,19,9,11500,1105.15,2967.23,high,<25
POL-001823,19,7,7500,1086.53,2164.01,medium,<25
POL-001824,51,7,9800,944.0,857.58,low,>40
POL-001825,34,7,21400,985.44,1697.48,medium,25-40
POL-001826,71,5,13300,788.92,1180.08,medium,>40
POL-001827,25,4,14300,1088.12,1951.96,medium,25-40
POL-001828,35,3,5000,1138.51,802.32,low,25-40
POL-001829,50,10,20700,826.15,1245.93,medium,>40
POL-001830,39,1,9900,989.54,1282.8,low,25-40
POL-001831,47,7,22400,905.26,1529.86,medium,>40
POL-001832,36,11,14500,851.04,1162.23,low,25-40
POL-001833,72,13,10500,1145.25,1542.54,low,>40
POL-001834,32,1,6300,1150.86,1112.14,low,25-40
POL-001835,20,5,30000,938.47,4238.98,high,<25
POL-001836,41,4,19400,1098.42,1779.64,medium,>40
POL-001837,44,4,19900,1065.61,1755.28,medium,>40
POL-001838,32,15,30000,977.3,2317.55,high,25-40
POL-001839,37,4,14900,1082.09,1550.66,medium,25-40
POL-001840,70,11,24800,797.54,1734.97,high,>40
POL-001841,36,7,10900,1094.97,1216.57,low,25-40
POL-001842,25,4,18800,850.31,1822.24,high,25-40
POL-001843,46,4,10200,929.85,991.96,low,>40
POL-001844,19,8,10800,1111.68,2806.29,high,<25
POL-001845,64,6,14100,840.28,998.52,low,>40
POL-001846,46,1,7600,987.27,1026.45,low,>40
POL-001847,28,3,15700,977.66,1863.59,medium,25-40
POL-001848,18,8,11700,953.36,2535.16,high,<25
POL-001849,63,2,5500,902.71,722.57,low,>40
POL-001850,24,12,11000,791.94,1506.26,medium,<25
POL-001851,37,2,11600,799.8,1149.33,medium,25-40
POL-001852,65,5,19800,812.93,1441.46,medium,>40
POL-001853,45,10,15300,1104.57,1487.67,low,>40
POL-001854,20,3,25900,1121.61,4604.68,high,<25
POL-001855,43,2,17100,941.64,1658.47,medium,>40
POL-001856,46,9,10500,971.48,1024.4,low,>40
POL-001857,39,11,13200,907.46,1165.88,low,25-40
POL-001858,49,6,11500,997.0,1092.36,low,>40
POL-001859,55,5,16800,848.13,1151.32,low,>40
POL-001860,51,2,13900,934.32,1323.18,medium,>40
POL-001861,43,7,10200,940.2,952.86,low,>40
POL-001862,33,1,13600,1171.94,1867.54,medium,25-40
POL-001863,37,15,16600,855.74,1381.29,medium,25-40
POL-001864,38,6,8600,939.85,895.13,low,25-40
POL-001865,31,3,15600,908.16,1340.84,medium,25-40
POL-001866,40,4,6600,996.36,800.96,low,25-40
POL-001867,62,7,22200,1137.22,1815.16,medium,>40
POL-001868,74,4,17100,968.34,1705.49,medium,>40
POL-001869,33,6,28100,801.52,1648.08,high,25-40
POL-001870,49,3,8200,980.28,907.45,low,>40
POL-001871,44,13,22500,824.71,1544.91,medium,>40
POL-001872,42,4,20600,817.56,1377.29,medium,>40
POL-001873,34,1,12400,972.91,1460.03,medium,25-40
POL-001874,18,5,11400,809.5,2227.97,high,<25
POL-001875,20,4,8300,814.21,1595.33,medium,<25
POL-001876,64,13,7400,964.47,833.1,low,>40
POL-001877,32,3,9600,963.26,1037.29,low,25-40
POL-001878,19,4,7700,1172.77,2501.13,high,<25
POL-001879,46,7,27700,955.97,1854.7,medium,>40
POL-001880,40,9,6900,932.99,748.85,low,25-40
POL-001881,34,15,14400,929.81,1368.36,medium,25-40
POL-001882,24,3,16400,1123.81,2856.75,high,<25
POL-001883,44,14,15900,913.86,1366.06,medium,>40
POL-001884,33,12,16500,958.37,1423.48,medium,25-40
POL-001885,74,4,20700,939.57,1873.63,medium,>40
POL-001886,44,3,11000,935.94,1048.69,low,>40
POL-001887,36,8,14000,794.78,1039.05,low,25-40
POL-001888,36,6,11800,949.56,1110.84,low,25-40
POL-001889,46,8,24300,906.08,1614.46,medium,>40
POL-001890,54,5,30000,828.79,1640.04,medium,>40
POL-001891,21,7,7900,1095.98,1975.59,medium,<25
POL-001892,22,6,5400,988.48,1159.52,low,<25
POL-001893,18,8,17400,952.5,3278.31,high,<25
POL-001894,37,3,21900,976.66,1797.69,medium,25-40
POL-001895,47,7,30000,1159.33,2368.93,medium,>40
POL-001896,35,15,18800,1162.45,2034.46,medium,25-40
POL-001897,23,15,25300,985.21,3485.6,high,<25
POL-001898,50,8,28500,797.49,1450.04,medium,>40
POL-001899,72,3,26100,1097.97,2545.55,high,>40
POL-001900,19,20,20100,1143.29,5095.14,high,<25
POL-001901,43,8,7600,953.57,798.17,low,>40
POL-001902,39,19,13400,828.97,1241.82,medium,25-40
POL-001903,20,9,15500,834.57,2380.47,high,<25
POL-001904,22,1,12900,913.35,2343.87,high,<25
POL-001905,23,20,13300,1082.85,2690.43,high,<25
POL-001906,70,11,27300,1135.44,2629.16,high,>40
POL-001907,52,6,9600,830.28,744.23,low,>40
POL-001908,29,1,19300,1155.55,2972.42,high,25-40
POL-001909,27,12,15600,1141.7,2102.24,medium,25-40
POL-001910,63,8,9200,1087.26,978.89,low,>40
POL-001911,29,20,8300,909.16,1282.58,medium,25-40
POL-001912,27,18,6300,939.65,1108.11,low,25-40
POL-001913,38,18,16800,1105.58,1918.41,medium,25-40
POL-001914,40,7,13100,975.4,1163.12,low,25-40
POL-001915,25,7,9300,966.29,1245.01,low,25-40
POL-001916,41,9,5800,850.52,609.79,low,>40
POL-001917,28,4,16400,950.4,1863.72,medium,25-40
POL-001918,35,7,12500,802.67,974.84,low,25-40
POL-001919,48,6,9800,950.4,938.47,low,>40
POL-001920,61,14,8700,1088.14,1044.19,low,>40
POL-001921,39,16,12100,908.25,1193.68,low,25-40
POL-001922,21,10,16700,1119.96,3353.14,high,<25
POL-001923,67,3,11600,1110.32,1390.79,low,>40
POL-001924,73,20,7900,905.56,1081.35,low,>40
POL-001925,45,12,13200,971.02,1188.14,low,>40
POL-001926,64,8,21600,1136.17,1781.47,medium,>40
POL-001927,19,10,13700,1072.27,3225.88,high,<25
POL-001928,37,2,13900,837.22,1353.2,medium,25-40
POL-001929,50,6,11700,1073.28,1094.05,low,>40
POL-001930,39,15,9000,951.68,1031.86,low,25-40
POL-001931,54,2,8900,1133.69,1201.6,low,>40
POL-001932,21,2,6400,949.9,1854.77,medium,<25
POL-001933,22,12,23000,973.5,2990.62,high,<25
POL-001934,68,9,16600,939.13,1440.4,medium,>40
POL-001935,34,2,14000,922.73,1498.38,medium,25-40
POL-001936,28,5,15400,948.71,1785.87,medium,25-40
POL-001937,64,8,15700,1102.33,1404.71,low,>40
POL-001938,29,7,9700,916.87,1214.11,low,25-40
POL-001939,47,9,11700,817.63,925.0,low,>40
POL-001940,39,5,10900,921.64,1077.88,low,25-40
POL-001941,67,8,30000,817.56,1804.22,high,>40
POL-001942,42,10,21400,958.79,1606.04,medium,>40
POL-001943,42,10,14600,843.14,1101.52,low,>40
POL-001944,38,5,25000,848.96,1703.06,medium,25-40
POL-001945,20,11,23600,1138.83,4269.09,high,<25
POL-001946,29,3,7300,852.27,987.56,low,25-40
POL-001947,48,4,12200,1126.47,1350.04,low,>40
POL-001948,45,12,13400,969.99,1198.53,low,>40
POL-001949,32,11,17800,842.17,1314.1,medium,25-40
POL-001950,19,5,12200,1156.38,3326.13,high,<25
POL-001951,39,4,12900,840.65,1096.93,low,25-40
POL-001952,75,4,11000,988.23,1306.59,low,>40
POL-001953,71,10,21600,947.42,1884.01,medium,>40
POL-001954,55,9,7100,993.08,747.06,low,>40
POL-001955,18,4,11100,940.53,2544.12,high,<25
POL-001956,31,11,5900,1071.86,815.92,low,25-40
POL-001957,22,5,8500,1084.4,1798.22,medium,<25
POL-001958,67,3,15600,955.54,1451.1,medium,>40
POL-001959,38,5,15700,903.89,1340.09,medium,25-40
POL-001960,45,7,11700,917.45,1016.53,low,>40
POL-001961,36,10,22400,938.04,1699.56,medium,25-40
POL-001962,46,10,24800,961.81,1773.16,medium,>40
POL-001963,40,6,13100,792.58,945.12,low,25-40
POL-001964,43,8,15100,957.11,1251.74,low,>40
POL-001965,39,6,11000,833.38,931.44,low,25-40
POL-001966,19,4,17900,841.62,3105.81,high,<25
POL-001967,42,6,7900,965.25,828.54,low,>40
POL-001968,42,1,30000,799.51,2029.21,high,>40
POL-001969,45,16,22500,997.25,1868.12,medium,>40
POL-001970,21,7,7900,986.88,1778.93,medium,<25
POL-001971,56,9,9500,809.63,735.97,low,>40
POL-001972,24,4,16300,905.27,2292.09,high,<25
POL-001973,46,7,11600,822.35,906.09,low,>40
POL-001974,41,8,17200,984.69,1401.55,medium,>40
POL-001975,35,6,11500,980.58,1128.09,low,25-40
POL-001976,44,6,26800,987.77,1875.69,medium,>40
POL-001977,75,2,13600,994.6,1781.17,medium,>40
POL-001978,30,20,30000,970.24,2454.19,high,25-40
POL-001979,18,4,17700,792.32,2902.6,high,<25
POL-001980,19,4,7400,905.96,1882.84,high,<25
POL-001981,38,17,30000,916.88,2319.22,high,25-40
POL-001982,57,9,22100,795.49,1251.82,medium,>40
POL-001983,30,10,16000,1070.88,1559.1,medium,25-40
POL-001984,67,2,18100,816.18,1610.93,medium,>40
POL-001985,63,7,7900,843.28,687.65,low,>40
POL-001986,35,2,6000,1064.48,996.55,low,25-40
POL-001987,22,3,13200,1154.01,2547.5,high,<25
POL-001988,41,20,25100,990.4,2124.76,high,>40
POL-001989,24,3,16100,916.94,2303.08,high,<25
POL-001990,23,10,29100,780.75,2794.76,high,<25
POL-001991,39,3,24500,1117.69,2212.9,medium,25-40
POL-001992,24,3,13600,1161.28,2613.78,high,<25
POL-001993,42,20,23000,972.5,1971.17,medium,>40
POL-001994,40,6,26800,905.8,1720.03,medium,25-40
POL-001995,74,2,13000,966.46,1680.75,medium,>40
POL-001996,48,10,12300,980.19,1145.55,low,>40
POL-001997,29,14,14400,801.23,1516.03,medium,25-40
POL-001998,45,11,5000,964.57,627.96,low,>40
POL-001999,43,6,15300,819.5,1080.97,low,>40
POL-002000,47,6,18700,1087.03,1633.64,medium,>40
POL-002001,19,4,14400,988.14,3165.62,high,<25
POL-002002,39,3,15800,1088.98,1621.17,medium,25-40
POL-002003,37,8,13200,982.35,1236.08,low,25-40
POL-002004,23,6,5500,969.16,1150.5,low,<25
POL-002005,22,2,28500,923.49,3967.29,high,<25
POL-002006,43,6,11400,970.08,1056.85,low,>40
POL-002007,19,4,10200,904.97,2317.01,high,<25
POL-002008,40,8,24900,924.95,1674.42,medium,25-40
POL-002009,44,7,21000,802.4,1300.32,medium,>40
POL-002010,43,5,15300,986.97,1370.4,low,>40
POL-002011,67,6,19100,1166.52,1919.57,medium,>40
POL-002012,72,7,8000,801.22,818.2,low,>40
POL-002013,51,12,13000,1117.16,1245.18,low,>40
POL-002014,43,6,24200,1173.94,2086.14,medium,>40
POL-002015,19,4,10000,1138.59,2877.87,high,<25
POL-002016,49,5,8600,784.72,749.26,low,>40
POL-002017,65,19,14000,939.69,1489.71,medium,>40
POL-002018,21,3,14100,1111.2,3072.54,high,<25
POL-002019,67,6,18100,931.61,1480.35,medium,>40
POL-002020,18,6,7300,951.89,1862.84,medium,<25
POL-002021,28,6,5000,972.42,837.02,low,25-40
POL-002022,23,1,20400,968.19,3346.83,high,<25
POL-002023,23,3,8300,807.83,1319.02,medium,<25
POL-002024,70,5,10300,839.4,1063.38,low,>40
POL-002025,39,4,5100,953.24,680.46,low,25-40
POL-002026,67,8,21400,975.6,1728.55,medium,>40
POL-002027,50,13,15800,788.34,1079.72,low,>40
POL-002028,49,8,15500,1109.33,1475.68,low,>40
POL-002029,41,7,15500,939.99,1250.42,low,>40
POL-002030,39,9,5300,807.85,573.54,low,25-40
POL-002031,74,7,8700,836.24,901.81,low,>40
POL-002032,72,6,11000,824.68,1035.83,low,>40
POL-002033,23,12,9600,939.16,1635.0,medium,<25
POL-002034,65,5,11900,822.98,1048.12,low,>40
POL-002035,51,2,15100,1142.89,1708.06,medium,>40
POL-002036,24,4,21200,1139.61,3422.99,high,<25
POL-002037,37,4,6900,974.76,846.9,low,25-40
POL-002038,25,20,13400,1159.37,2232.98,medium,25-40
POL-002039,49,14,18600,972.74,1610.14,medium,>40
POL-002040,44,7,8900,1084.18,1005.59,low,>40
POL-002041,38,4,12400,982.92,1250.04,low,25-40
POL-002042,41,12,16700,934.04,1331.67,medium,>40
POL-002043,39,7,13600,833.61,1069.47,low,25-40
POL-002044,45,5,18300,860.26,1341.89,medium,>40
POL-002045,68,7,14100,1097.0,1481.97,low,>40
POL-002046,74,5,11700,801.16,1102.59,low,>40
POL-002047,56,9,8000,919.81,747.75,low,>40
POL-002048,62,2,15100,859.69,1326.71,medium,>40
POL-002049,49,9,14100,1111.82,1420.01,low,>40
POL-002050,23,5,8600,976.97,1632.44,medium,<25
POL-002051,41,12,17500,783.04,1150.86,medium,>40
POL-002052,45,14,23900,919.64,1791.67,medium,>40
POL-002053,24,16,10000,908.5,1758.11,medium,<25
POL-002054,50,20,9700,845.88,899.93,low,>40
POL-002055,31,15,9600,912.62,1031.9,low,25-40
POL-002056,19,11,6300,1167.39,2119.65,medium,<25
POL-002057,40,3,30000,1138.34,2448.46,high,25-40
POL-002058,55,1,11000,853.58,1038.27,low,>40
POL-002059,23,12,9200,941.34,1594.08,medium,<25
POL-002060,64,3,8100,952.44,830.94,low,>40
POL-002061,31,20,11300,905.12,1213.69,low,25-40
POL-002062,28,2,9900,1116.18,1860.4,medium,25-40
POL-002063,37,11,25800,958.62,1903.94,medium,25-40
POL-002064,33,7,7700,1075.27,953.11,low,25-40
POL-002065,29,2,6800,995.72,1300.1,low,25-40
POL-002066,22,7,17300,1064.49,2661.5,high,<25
POL-002067,63,4,12900,927.91,1095.48,low,>40
POL-002068,48,6,12200,960.98,1094.12,low,>40
POL-002069,19,6,17400,949.78,3268.95,high,<25
POL-002070,52,4,14400,925.22,1136.22,low,>40
POL-002071,64,5,13200,859.91,1030.49,low,>40
POL-002072,53,3,7200,794.49,621.78,low,>40
POL-002073,53,1,6400,956.49,818.2,low,>40
POL-002074,35,7,9900,788.5,822.94,low,25-40
POL-002075,23,15,8300,1070.29,1834.94,medium,<25
POL-002076,33,4,15200,1118.64,1623.94,medium,25-40
POL-002077,33,20,6000,978.95,869.88,low,25-40
POL-002078,44,20,11000,952.97,1195.9,low,>40
POL-002079,55,5,12500,803.08,899.56,low,>40
POL-002080,48,6,13300,904.09,1088.76,low,>40
POL-002081,20,5,16200,991.85,3001.53,high,<25
POL-002082,63,3,11700,922.63,1022.27,low,>40
POL-002083,24,6,10000,1128.35,1975.6,medium,<25
POL-002084,47,5,23600,780.27,1435.92,medium,>40
POL-002085,75,7,11700,786.97,1028.91,low,>40
POL-002086,50,7,25600,792.95,1344.64,medium,>40
POL-002087,29,2,11700,913.17,1696.61,medium,25-40
POL-002088,75,10,13400,822.52,1199.25,medium,>40
POL-002089,26,5,12700,940.22,1561.45,medium,25-40
POL-002090,31,3,15000,844.71,1215.76,medium,25-40
POL-002091,40,5,11200,788.53,893.93,low,25-40
POL-002092,67,7,14100,943.45,1274.53,low,>40
POL-002093,38,17,26900,1111.96,2620.16,high,25-40
POL-002094,40,15,21600,797.93,1455.6,medium,25-40
POL-002095,46,4,21700,786.87,1371.18,medium,>40
POL-002096,37,6,7400,903.51,780.44,low,25-40
POL-002097,66,3,7900,904.29,882.43,low,>40
POL-002098,47,8,14900,940.37,1219.23,low,>40
POL-002099,22,5,19100,1070.08,3003.44,high,<25
POL-002100,60,6,10700,939.98,933.59,low,>40
POL-002101,64,13,9900,1112.99,1161.61,low,>40
POL-002102,49,2,25300,815.52,1852.84,high,>40
POL-002103,61,15,18400,794.72,1240.94,medium,>40
POL-002104,64,9,21700,949.88,1525.3,medium,>40
POL-002105,40,15,11100,939.77,1112.15,low,25-40
POL-002106,20,11,10700,860.14,1928.2,high,<25
POL-002107,49,12,20700,1069.08,1752.49,medium,>40
POL-002108,59,7,12000,907.62,940.54,low,>40
POL-002109,30,3,10300,1156.35,1303.51,low,25-40
POL-002110,72,4,9000,1093.79,1269.31,low,>40
POL-002111,37,4,10700,919.96,1063.04,low,25-40
POL-002112,29,1,20000,1161.94,3058.88,high,25-40
POL-002113,41,13,6800,953.11,820.27,low,>40
POL-002114,33,6,17900,961.0,1473.95,medium,25-40
POL-002115,19,3,9800,1064.89,2656.48,high,<25
POL-002116,64,20,12300,1093.2,1401.43,low,>40
POL-002117,50,20,12600,927.12,1169.16,low,>40
POL-002118,38,2,12200,974.78,1447.45,medium,25-40
POL-002119,34,6,11900,810.62,953.52,low,25-40
POL-002120,65,5,11100,1128.67,1373.86,low,>40
POL-002121,38,3,10400,991.03,1124.19,low,25-40
POL-002122,23,13,24400,1174.28,4057.84,high,<25
POL-002123,43,1,13700,914.6,1394.68,medium,>40
POL-002124,45,19,12800,955.31,1322.95,low,>40
POL-002125,40,7,10100,836.33,842.18,low,25-40
POL-002126,29,20,11200,1151.59,1973.94,medium,25-40
POL-002127,24,6,10100,989.91,1744.45,medium,<25
POL-002128,48,5,19100,971.69,1558.45,medium,>40
POL-002129,42,13,9600,835.57,899.79,low,>40
POL-002130,28,20,5000,1070.06,1085.88,low,25-40
POL-002131,40,19,13900,823.68,1203.45,medium,25-40
POL-002132,33,2,11900,959.38,1401.72,medium,25-40
POL-002133,27,16,10400,1142.01,1748.87,medium,25-40
POL-002134,67,5,20300,957.92,1726.31,medium,>40
POL-002135,18,6,5000,1109.86,1698.35,medium,<25
POL-002136,67,5,27400,948.81,2077.94,high,>40
POL-002137,48,4,21700,858.32,1495.69,medium,>40
POL-002138,22,6,10200,1100.86,1952.44,medium,<25
POL-002139,31,3,11000,977.02,1149.45,low,25-40
POL-002140,62,16,16900,1132.03,1672.59,medium,>40
POL-002141,49,11,17100,944.66,1367.69,medium,>40
POL-002142,45,8,10100,1110.4,1118.16,low,>40
POL-002143,24,5,6500,953.54,1328.2,low,<25
POL-002144,70,4,30000,1153.58,2927.87,high,>40
POL-002145,73,9,20800,789.02,1531.0,medium,>40
POL-002146,42,8,14500,989.01,1259.81,low,>40
POL-002147,31,14,14600,842.48,1251.01,medium,25-40
POL-002148,20,4,17900,1103.09,3561.87,high,<25
POL-002149,35,4,18800,779.83,1299.82,medium,25-40
POL-002150,62,10,5300,912.5,586.14,low,>40
POL-002151,41,12,11500,916.22,1024.99,low,>40
POL-002152,31,20,11000,912.34,1202.16,low,25-40
POL-002153,46,1,12600,1075.51,1553.21,medium,>40
POL-002154,36,16,19100,993.71,1757.13,medium,25-40
POL-002155,55,7,6000,832.99,550.1,low,>40
POL-002156,74,5,7400,980.46,1001.86,low,>40
